Democrat Strength Rating,State,State Abbreviation,CD#,2018 Cook PVI Score,2018 Winner,Party,flipped_seat,Dem Votes,GOP Votes,Other Votes,Dem %,GOP %,Other %,Dem Margin,2016 Clinton Margin,Swing vs. 2016 Prez,2016 Total Votes Cast,Raw Votes vs. 2016,Final?,2012 Winner,2016 winner,Pre-Election Rating,PVI Performance,Hold/ Flip,Clinton Vote Share,Trump Vote Share,Obama 2012,Romney 2012,Obama 2008,McCain 2008,2016-2012,2016-2008,2012-2008,City Lab Congressional Index,,Type of District,dense_suburban,pure_urban,pure_urban,rural_suburban_mix,sparse_suburban,urban_suburban_mix,flipped_seat,,,,,
25,New York,NY,6,16,Grace Meng,D,,"111,646",0,"11,209",90.90%,0.00%,9.10%,90.90%,32.80%,N/A,"208,665",58.90%,x,Obama ,Clinton,Solid D,74.9,D Hold,65.1,32.1,67.8,31,63,36,2.7,2.1,4.8,Pure urban,,0,0,0,0,0,0,0,,,,,,
24,Texas,TX,30,29,Eddie Bernice Johnson,D,,"166,784",0,"16,390",91.10%,0.00%,8.90%,91.10%,60.80%,N/A,"220,711",83.00%,x,Obama ,Clinton,Solid D,62.1,D Hold,79.1,18.3,79.6,19.6,78,21,0.5,1.1,1.6,Dense suburban,,0,1,0,0,0,0,0,,,,,,
23,Virginia,VA,3,16,Bobby Scott,D,,"198,615",0,"19,107",91.20%,0.00%,8.80%,91.20%,31.50%,N/A,"325,478",66.90%,x,Obama ,Clinton,Solid D,75.2,D Hold,63.6,31.9,67.6,31.3,65.4,33.9,4,1.8,2.2,Dense suburban,,0,1,0,0,0,0,0,,,,,,
21,New York,NY,7,38,Nydia Velazquez,D,,"146,687",0,"10,410",93.40%,0.00%,6.60%,93.40%,76.10%,N/A,"205,733",76.40%,x,Obama ,Clinton,Solid D,55.4,D Hold,86.9,10.4,88.4,10.3,84,15,1.5,2.9,4.4,Pure urban,,0,0,0,0,0,0,0,,,,,,
20,New York,NY,8,36,Hakeem Jeffries,D,,"180,376",0,"11,028",94.20%,0.00%,5.80%,94.20%,70.80%,N/A,"256,102",74.70%,x,Obama ,Clinton,Solid D,58.2,D Hold,84.6,13.5,89.3,10.1,86,14,4.7,1.4,3.3,Pure urban,,0,0,0,0,0,0,0,,,,,,
19,Massachusetts,MA,1,12,Richard Neal,D,,"211,790",0,"5,110",97.60%,0.00%,2.40%,97.60%,20.30%,N/A,"344,412",63.00%,x,Obama ,Clinton,Solid D,85.6,D Hold,57.2,36.5,64,34.3,64.1,33.7,6.8,6.9,0.1,Sparse suburban,,0,0,0,0,0,0,0,,,,,,
18,Massachusetts,MA,4,9,Joe Kennedy,D,,"245,289",0,"5,727",97.70%,0.00%,2.30%,97.70%,23.70%,N/A,"388,652",64.60%,x,Obama ,Clinton,Solid D,88.7,D Hold,59.2,35,57.2,41.3,60.4,37.9,2,1.2,3.2,Sparse suburban,,0,0,0,0,0,0,0,,,,,,
17,Alabama,AL,7,20,Terri Sewell,D,,"185,010",0,"4,153",97.80%,0.00%,2.20%,97.80%,41.20%,N/A,"294,433",64.20%,x,Obama ,Clinton,Solid D,77.8,D Hold,69.8,28.6,72.4,27.1,71.5,28.1,2.6,1.7,0.9,Rural-suburban mix,,0,0,0,0,0,0,0,,,,,,
16,Massachusetts,MA,7,34,Ayanna Pressley,D,,"216,559",0,"3,852",98.30%,0.00%,1.70%,98.30%,71.20%,N/A,"306,116",72.00%,x,Obama ,Clinton,Solid D,64.3,D Hold,84.1,11.9,82.5,15.6,81.9,16.7,1.6,2.2,0.6,Pure urban,,0,0,0,0,0,0,0,,,,,,
15,Massachusetts,MA,8,10,Stephen Lynch,D,,"259,159",0,"4,148",98.40%,0.00%,1.60%,98.40%,25.60%,N/A,"389,135",67.70%,x,Obama ,Clinton,Solid D,88.4,D Hold,60.4,34.4,57.8,40.8,57.9,40.5,2.6,2.5,0.1,Dense suburban,,0,1,0,0,0,0,0,,,,,,
14,Wisconsin,WI,2,18,Mark Pocan,D,,"309,116",0,38,100.00%,0.00%,0.00%,100.00%,36.30%,N/A,"418,192",73.90%,x,Obama ,Clinton,Solid D,82,D Hold,65.8,29,68.3,30.5,70.1,28.6,2.5,4.3,1.8,Rural-suburban mix,,0,0,0,0,0,0,0,,,,,,
9,Georgia,GA,5,34,John Lewis,D,,"275,406",0,0,100.00%,0.00%,0.00%,100.00%,73.10%,N/A,"305,755",90.10%,x,Obama ,Clinton,Solid D,66,D Hold,85,11.9,83.1,15.8,84.4,15,1.9,0.6,1.3,Dense suburban,,0,1,0,0,0,0,0,,,,,,
10,New York,NY,5,37,Gregory Meeks,D,,"160,500",0,0,100.00%,0.00%,0.00%,100.00%,72.80%,N/A,"247,766",64.80%,x,Obama ,Clinton,Solid D,63,D Hold,85.7,12.7,90.6,9.1,86,14,4.9,0.3,4.6,Pure urban,,0,0,0,0,0,0,0,,,,,,
1,California,CA,6,21,Doris Matsui,D,,"201,939",0,0,100.00%,0.00%,0.00%,100.00%,44.00%,N/A,"248,121",81.40%,x,Obama ,Clinton,Solid D,79,D Hold,69.2,24.4,69.1,28.3,68,29,0.1,1.2,1.1,Urban-suburban mix,,6,0,0,0,0,0,1,,,,,,
13,Washington,WA,9,21,Adam Smith,D,,"240,567",0,0,100.00%,0.00%,0.00%,100.00%,47.10%,N/A,"291,632",82.50%,x,Obama ,Clinton,Solid D,79,D Hold,70.5,23.3,68.3,29.6,68.6,29.9,2.2,1.9,0.3,Dense suburban,,0,1,0,0,0,0,0,,,,,,
4,Florida,FL,10,11,Val Demings,D,,0,0,0,100.00%,0.00%,0.00%,100.00%,26.90%,N/A,"315,611",0.00%,x,Obama ,Clinton,Solid D,89,D Hold,61.8,34.9,60.7,38.4,60.9,38.5,1.1,0.9,0.2,Sparse suburban,,0,0,0,0,0,0,0,,,,,,
5,Florida,FL,14,7,Kathy Castor,D,,0,0,0,100.00%,0.00%,0.00%,100.00%,18.20%,N/A,"330,427",0.00%,x,Obama ,Clinton,Solid D,93,D Hold,57.2,39,57.6,41.2,58.1,40.9,0.4,0.9,0.5,Dense suburban,,0,1,0,0,0,0,0,,,,,,
11,New York,NY,16,24,Eliot Engel,D,,"182,044",0,0,100.00%,0.00%,0.00%,100.00%,52.20%,N/A,"285,395",63.80%,x,Obama ,Clinton,Solid D,76,D Hold,75.1,22.5,73.7,25.5,73,26,1.4,2.1,0.7,Pure urban,,0,0,0,0,0,0,0,,,,,,
12,Pennsylvania,PA,18,13,Mike Doyle,D,,"231,472",0,0,100.00%,0.00%,0.00%,100.00%,26.80%,N/A,"361,913",64.00%,x,Obama ,Clinton,Solid D,87,D Hold,62.1,34.6,63.5,35.2,63.4,35.7,1.4,1.3,0.1,Urban-suburban mix,,6,0,0,0,0,0,1,,,,,,
6,Florida,FL,20,31,Alcee Hastings,D,,"202,659",0,165,100.00%,0.00%,0.00%,100.00%,62.10%,N/A,"288,812",70.20%,x,Obama ,Clinton,Solid D,69,D Hold,80.2,18.1,82.5,17.1,80.9,18.6,2.3,0.7,1.6,Urban-suburban mix,,6,0,0,0,0,0,1,,,,,,
7,Florida,FL,21,9,Lois Frankel,D,,0,0,0,100.00%,0.00%,0.00%,100.00%,19.50%,N/A,"351,663",0.00%,x,Obama ,Clinton,Solid D,91,D Hold,58.6,39.1,60.4,38.9,63.4,35.9,1.8,4.8,3,Dense suburban,,0,1,0,0,0,0,0,,,,,,
8,Florida,FL,24,34,Frederica Wilson,D,,0,0,0,100.00%,0.00%,0.00%,100.00%,67.20%,N/A,"266,851",0.00%,x,Obama ,Clinton,Solid D,66,D Hold,82.9,15.4,85.7,13.9,84,15.6,2.8,1.1,1.7,Urban-suburban mix,,6,0,0,0,0,0,1,,,,,,
2,California,CA,27,16,Judy Chu,D,,"202,636",0,0,100.00%,0.00%,0.00%,100.00%,37.60%,N/A,"264,466",76.60%,x,Obama ,Clinton,Solid D,84,D Hold,66,28.4,62.6,35,61,35,3.4,5,1.6,Urban-suburban mix,,6,0,0,0,0,0,1,,,,,,
3,California,CA,44,35,Nanette Barragan,D,,"143,322",0,0,100.00%,0.00%,0.00%,100.00%,70.80%,N/A,"197,802",72.50%,x,Obama ,Clinton,Solid D,65,D Hold,83,12.3,84.7,13.6,81,16,1.7,2,3.7,Pure urban,,0,0,0,0,0,0,0,,,,,,
435,North Carolina,NC,3,-12,Walter Jones,R,,0,"187,901",0,0.00%,100.00%,0.00%,-100.00%,-24.00%,N/A,"330,774",56.80%,x,Romney,Trump,Solid R,88,R Hold,36.9,60.5,40.6,58.5,42.4,56.8,3.7,5.5,1.8,Pure rural,,0,0,1,0,0,0,0,,,,,,
434,California,CA,8,-9,Paul Cook,R,,0,"170,785",0,0.00%,100.00%,0.00%,-100.00%,-15.10%,N/A,"232,930",73.30%,x,Romney,Trump,Solid R,91,R Hold,39.6,54.7,41.7,55.6,42,55,2.1,2.4,0.3,Rural-suburban mix,,0,0,0,0,0,0,0,,,,,,
433,Georgia,GA,8,-15,Austin Scott,R,,0,"198,152",564,0.00%,99.70%,0.30%,-99.70%,-28.90%,N/A,"265,514",74.80%,x,Romney,Trump,Solid R,84.7,R Hold,34.4,63.3,37.5,61.6,37.8,61.6,3.1,3.4,0.3,Pure rural,,0,0,1,0,0,0,0,x,x,x,x,x,x
